Number,Name,Country,State,City,District,Closest/Event1,Event2,Event3,Event4,W.E.C.,W.E.2,W.E.3,W.E.4,W.E.5,W.E.6,Rand1,Rand2,Rand3,R@E2,R@E4,SC12,SC13,SC23
6369,Mercenary Robotics,USA,Texas,McKinney,FIT,TXPLA,TXBEL,*,,5,2,,,,,0.5258284044,,,0,,3,,
6377,Howdy Bots,USA,Texas,Austin,FIT,TXAUS,TXBEL,*,,1,2,,,,,0.6797444156,,,0,,-1,,
6381,Red Raider Robotics,USA,Wisconsin,Sheboygan,Regional,WIMI,MNDU1,NDGF,*,3,5,4,,,,0.9894827351,0.8397474058,,0,0,-2,-1,1
6390,Hephaestus,Canada,British Columbia,Surrey,Regional,BCVI,CAEG,*,,1,5,,,,,0.550426366,,,0,,-4,,
6391,Ursuline Bearbotics,USA,Missouri,Saint Louis,Regional,MOSL,MOSE,*,,4,5,,,,,0.3479355432,,,0,,-1,,
6397,Romero Robotics,Canada,Ontario,Toronto,ONT,ONTOR,ONNEW,*,,2,5,,,,,0.4968684444,,,5,,-3,,
6400,The Manhattan Project,USA,Montana,Manhattan,Regional,IDNA,*,,,5,,,,,,0.4328458865,,,,,5,,
6401,8-bit RAMs,USA,New York,New City,Regional,NYSU,NYNY,*,,5,2,,,,,0.1268612994,,,0,,3,,
6402,GÖKTÜRKLER ROBOTICS,Türkiye,,İSTANBUL,Regional,TUIS5,TUIS2,*,*,5,2,,,,,0.04446312285,0.1838767829,,0,,3,5,2
6404,Brazilian Storm,Brazil,,São José dos Campos,Regional,BRBR,MOSE,*,,1,5,,,,,0.665000975,,,0,,-4,,
6411,Gravediggers,USA,Utah,Sandy,Regional,UTWV,IDNA,*,,4,5,,,,,0.1857643273,,,0,,-1,,
6413,Degrees of Freedom,USA,Arizona,Chandler,Regional,AZTE,AZSC,*,,6,2,,,,,0.2627898324,,,0,,4,,
6415,Gultepe Robotics Team 6415,Türkiye,,Istanbul,Regional,TUIS3,TUIS4,*,,3,4,,,,,0.5497493748,,,0,,-1,,
6417,Fridolins,Switzerland,,Glarus,Regional,TUIS1,TUIS3,*,,1,3,,,,,0.817890613,,,0,,-2,,
6418,The Missfits,USA,California,San Francisco,Regional,CASF,CABE,*,,4,6,,,,,0.4936110998,,,0,,-2,,
6419,ICE,USA,Iowa,West Des Moines,Regional,IACF,MNDU2,*,,4,5,,,,,0.6588798825,,,0,,-1,,
6420,Fire Island Robotics,USA,Iowa,Muscatine,Regional,ILPE,IACF,*,,6,4,,,,,0.6628530678,,,0,,2,,
6421,WarriorBots,USA,Wisconsin,Muskego,Regional,WIMI,ILCH,MNDU2,*,3,1,5,,,,0.1845785395,0.9329616454,,0,0,2,-2,-4
6423,Ward Melville Iron Patriots,USA,New York,East Setauket,Regional,NYHE,NYSU,*,,3,5,,,,,0.1561845879,,,0,,-2,,
6424,Stealth Panther Robotics,USA,Missouri,Knob Noster,Regional,MOSE,OKOK,*,*,5,2,,,,,0.01810913918,0.1526021208,,0,,3,5,2
6428,STEMINEERS,USA,Michigan,Coopersville,FIM,MIALL,MIMUS,*,,3,4,,,,,0.5319685191,,,0,,-1,,
6429,4th Dimension,Türkiye,,BORNOVA,Regional,TUIS2,TUIS3,*,,2,3,,,,,0.7430978123,,,0,,-1,,
6430,Kalsedon,Türkiye,,Eskişehir,Regional,TUIS1,*,,,1,,,,,,0.8235481783,,,,,1,,
6431,NoktaParantez,Türkiye,,Istanbul,Regional,TUIS2,TUIS3,*,,2,3,,,,,0.6463756877,,,0,,-1,,
6432,Valkyries,Australia,New South Wales,Waverley,Regional,AUSW,*,,,6,,,,,,0.9689731123,,,,,6,,
6434,Bossley Park High School Wolfgang,Australia,New South Wales,Bossley Park,Regional,AUSW,CAFR,*,,6,2,,,,,0.6772434441,,,0,,4,,
6436,PARS ROBOTICS,Türkiye,,istanbul,Regional,TUIS1,TUIS4,*,,1,4,,,,,0.9761438862,,,0,,-3,,
6443,AEMBOT,USA,Oregon,Hillsboro,PNW,ORWIL,ORSAL,ORORE,*,3,1,5,,,,0.6425717868,0.7575848263,,6,5,2,-2,-4
6453,Bog Bots!,USA,Minnesota,Kelliher,Regional,NDGF,*,,,4,,,,,,0.6834934522,,,,,4,,
6455,The Coded Collective,USA,Iowa,Waterloo,Regional,IACF,*,,,4,,,,,,0.350067273,,,,,4,,
6459,AG Robotik,Türkiye,,Büyükçekmece,Regional,TUIS1,TUIS4,*,,1,4,,,,,0.9759289137,,,0,,-3,,
6463,Robotic Rams,USA,New York,Port Ewen,Regional,NYSU,NYNY,*,,5,2,,,,,0.364918903,,,0,,3,,
6465,Mystic Biscuit,USA,Oregon,Bend,PNW,ORSAL,ORWIL,*,,1,3,,,,,0.7534148658,,,3,,-2,,
6473,Rock Star Robotics,USA,Florida,Orlando,Regional,FLOR,FLTA,*,,6,4,,,,,0.3993524902,,,0,,2,,
6476,Supernova Star Squad,Australia,New South Wales,Coonabarabran,Regional,AUSW,*,,,6,,,,,,0.1934483936,,,,,6,,
6479,AZTECH Robotics,USA,Arizona,Tempe,Regional,AZTE,CAAT,*,,6,5,,,,,0.2675888159,,,0,,1,,
6483,Prepa Tecmilenio - CHARGER,Mexico,,JUÁREZ,Regional,MXHE,*,,,3,,,,,,0.9075485652,,,,,3,,
6487,Clockwork Knights,China,,Shanghai,Regional,AUSW,CAP2,*,,6,2,,,,,0.2331744585,,,0,,4,,
6488,RoboRams,USA,Texas,Houston,FIT,TXHOU,TXKAT,*,,4,3,,,,,0.3651719739,,,4,,1,,
6498,Castle Robotics,USA,Indiana,Newburgh,FIN,INWAS,INCOL,*,,4,2,,,,,0.3901119026,,,3,,2,,
6500,GearCats,USA,North Carolina,Raleigh,FNC,NCWAK,NCMEC,*,,2,4,,,,,0.4862096764,,,8,,-2,,
6502,DARC SIDE,USA,North Carolina,Durham,FNC,NCCHA,NCASH,*,,1,5,,,,,0.1577564255,,,4,,-4,,
6506,Steel Boot,USA,California,Salinas,Regional,CASE,CASJ,*,,1,3,,,,,0.01608561366,,,0,,-2,,
6508,Hastings Heroes,Australia,New South Wales,Port Macquarie,Regional,AUSW,CAAT,*,,6,5,,,,,0.7518003634,,,0,,1,,
6510,Pymble Pride,Australia,New South Wales,Pymble,Regional,AUSW,NVLV,*,,6,3,,,,,0.2667482995,,,0,,3,,
6512,Coastal Catastrophe 6512,USA,North Carolina,Shallotte,FNC,NCPEM,NCMEC,*,,3,4,,,,,0.6051794404,,,8,,-1,,
6514,Sutton Robotics League,Canada,Ontario,Sutton West,ONT,ONNEW,ONOSH,*,,5,2,,,,,0.9944438676,,,9,,3,,
6515,Unimatics,USA,California,Calexico,Regional,CALJ,*,,,5,,,,,,0.6543909754,,,,,5,,
6517,So-Kno Robo,USA,Tennessee,Knoxville,Regional,TNKN,MOSL,*,,1,4,,,,,0.6936148187,,,0,,-3,,
6526,Cyber Rangers,USA,Texas,Garland,FIT,TXPLA,TXDAL,*,,5,4,,,,,0.445108276,,,1,,1,,
6527,Short SirKit,USA,Florida,Lake Mary,Regional,FLOR,*,,,6,,,,,,0.9087526483,,,,,6,,
6528,Terror Bytes,USA,Michigan,Gibraltar,FIM,MIBCT,MIANN,*,,3,1,,,,,0.4283377372,,,0,,2,,
6532,TechnoPaths,USA,Michigan,Detroit,FIM,MIDET,MILIV,*,,4,2,,,,,0.4363300238,,,0,,2,,
6533,BeaverTech,USA,Michigan,Beaverton,FIM,MIMID,MIMTP,*,,5,4,,,,,0.1625461512,,,0,,1,,
6538,Linc-Bots,USA,Michigan,Ypsilanti,FIM,MIBEL,MIBER,*,,4,2,,,,,0.531465644,,,0,,2,,
6540,Dynamo,Canada,Québec,Mont-Royal,Regional,QCMO,*,,,1,,,,,,0.4716626532,,,,,1,,
6548,Perry RAMBOTS,USA,Michigan,Perry,FIM,MIMAS,MIKE2,MIALL,*,5,2,3,,,,0.6137692831,0.7730259592,,1,0,3,2,-1
6556,Spartan Robotics,USA,Michigan,Waldron,FIM,MIBRO,MIMID,*,,3,5,,,,,0.7627325945,,,1,,-2,,
6558,Aluminum Sting,USA,Michigan,Lanse,FIM,MIESC,MISSM,*,,5,2,,,,,0.03954269486,,,1,,3,,
6560,Charging Champions,USA,California,Irvine,Regional,CACM,NVLV,CABE,*,4,3,6,,,,0.5249979177,0.298699136,,0,0,1,-2,-3
6566,Battering Rams,USA,Michigan,Madison Heights,FIM,MIREN,MIALL,*,,1,3,,,,,0.4694594242,,,0,,-2,,
6567,The Broken Drill Bits,USA,Michigan,Saint Clair Shores,FIM,MISTE,MITR2,*,,5,3,,,,,0.6246508132,,,0,,2,,
6569,Gladiators,USA,Michigan,Ontonagon,FIM,MIESC,MISSM,*,,5,2,,,,,0.2989312013,,,1,,3,,
6570,Whiteford Bobcats,USA,Michigan,Ottawa Lake,FIM,MIBRO,MIBEL,*,,3,4,,,,,0.002430673977,,,0,,-1,,
6574,Ferradermis,USA,Wisconsin,Whitewater,Regional,WIMI,MNDU1,NDGF,*,3,5,4,,,,0.7601256208,0.7289345073,,0,0,-2,-1,1
6586,Tuskin' Raiders,USA,Arkansas,Texarkana,Regional,ARSE,*,,,6,,,,,,0.1662119928,,,,,6,,
6588,Counter-Torque Robotics,USA,Michigan,Lawton,FIM,MIBER,MISTJ,*,,2,4,,,,,0.2681969517,,,0,,-2,,
6590,SaviTech,USA,New York,Brooklyn,Regional,NYNY,*,,,2,,,,,,0.854987123,,,,,2,,
6591,Panther Powered Robotics 6591,USA,Michigan,Stockbridge,FIM,MIMAS,MIBER,*,,5,2,,,,,0.6285151825,,,0,,3,,
6593,HyperDrive Robotics,USA,New York,Richmond Hill,Regional,NYHE,*,,,3,,,,,,0.1070357703,,,,,3,,
6605,Prepa Tecmilenio - Imperium Fons,Mexico,,Cuernavaca,Regional,MXMO,*,,,1,,,,,,0.9959439295,,,,,1,,
6606,Prepa Tecmilenio Pink Hawks 6606,Mexico,,Metepec,Regional,MXMO,MXHE,*,,1,3,,,,,0.8820699459,,,0,,-2,,
6608,Prepa Tecmilenio - ARCADIA,Mexico,,Guadalajara ,Regional,MXTO,*,,,5,,,,,,0.2715637171,,,,,5,,
6610,Robot Roll Call,USA,Michigan,Flint,FIM,MIKE1,MIMAS,*,,1,5,,,,,0.3188474602,,,1,,-4,,
6615,Bellevillains,USA,Michigan,Belleville,FIM,MIBEL,MIANN,*,,4,1,,,,,0.6173273275,,,0,,3,,
6616,Mechanical Pumas,USA,Michigan,Detroit,FIM,MIDET,MITR2,*,,4,3,,,,,0.6258892489,,,0,,1,,
6618,WARHBOTS,USA,Michigan,Flat Rock,FIM,MIBCT,MIKE2,*,,3,2,,,,,0.2862585718,,,1,,1,,
6619,GravitechX,USA,California,Livermore,Regional,CASJ,CAFR,*,,3,2,,,,,0.7388649078,,,0,,1,,
6620,The Northmengineers,USA,Rhode Island,North Smithfield,NE,MAWOR,MASPR,*,,4,3,,,,,0.2168774359,,,3,,1,,
6621,Artemis,USA,New York,Chatham,Regional,NYAL,NYSU,*,,4,5,,,,,0.9849037476,,,0,,-1,,
6622,Stan Robotix,Canada,Québec,Outremont,Regional,QCMO,*,,,1,,,,,,0.1780931321,,,,,1,,
6628,KMS BOTKICKERS,USA,Minnesota,Kerkhoven,Regional,MNSC,NDGF,*,,2,4,,,,,0.5881480115,,,0,,-2,,
6631,Rocket Robotics,USA,Michigan,Reese,FIM,MISAG,MIMID,*,,3,5,,,,,0.4180168577,,,1,,-2,,
6632,Northview Robotics,Canada,Ontario,Toronto,ONT,ONTOR,ONNOR,*,,2,1,,,,,0.464515844,,,5,,1,,
6637,BetaWolves,USA,Michigan,Carney,FIM,MIESC,MISSM,*,,5,2,,,,,0.1507949608,,,1,,3,,
6639,The Mechanical Minds,USA,North Carolina,Hickory,FNC,NCMEC,NCWAK,*,,4,2,,,,,0.18473712,,,3,,2,,
6642,Harrison Stingers of Steel,USA,Michigan,Harrison,FIM,MIMTP,MILAK,*,,4,2,,,,,0.08406695117,,,0,,2,,
6643,Walden Robotics,USA,Wisconsin,Racine,Regional,WIMI,*,,,3,,,,,,0.546740358,,,,,3,,
6645,Alloy Obsession,USA,Texas,Crosby,FIT,TXHOU,TXCLE,*,,4,5,,,,,0.9610498767,,,0,,-1,,
6647,PrepaTec - VOLTEC Robotics,Mexico,,MONTERREY,Regional,MXMO,CAFR,IDNA,*,1,2,5,,,,0.9705068133,0.8633549124,,0,0,-1,-4,-3
6648,MechaSpartans,USA,New York,Ozone Park,Regional,NYNY,NYAL,*,,2,4,,,,,0.5712037086,,,0,,-2,,
6651,Golden Bots,USA,Illinois,Sterling,Regional,ILPE,ILCH,*,,6,1,,,,,0.00529354186,,,0,,5,,
6652,Tigres,Mexico,,Monterrey,Regional,MXMO,CODE,*,,1,6,,,,,0.3182326109,,,0,,-5,,
6657,Arborbotics,USA,California,Visalia,Regional,CAFR,CAAV,*,,2,6,,,,,0.9810138239,,,0,,-4,,
6658,Rockbotics,USA,California,Los Angeles,Regional,CALA,CAP1,*,,3,1,,,,,0.560737546,,,0,,2,,
6662,FalconX,USA,California,Pleasant Hill,Regional,CABE,CASF,*,,6,4,,,,,0.1185254649,,,0,,2,,
6665,C-Otters,USA,California,Monterey,Regional,CASE,CAAT,*,,1,5,,,,,0.03669429671,,,0,,-4,,
6672,Fusion Corps,USA,Texas,Irving,FIT,TXDAL,TXWAC,*,,4,1,,,,,0.8792193092,,,1,,3,,
6676,Prepa Tecmilenio - Thunder Hawks - 6676,Mexico,,Obregón,Regional,MXHE,*,,,3,,,,,,0.6162550515,,,,,3,,
6686,Bionic Broncos,USA,Florida,West Palm Beach,Regional,FLFL,*,,,2,,,,,,0.6398454246,,,,,2,,
6690,MV roboPride,USA,New Hampshire,Concord,NE,NHDUR,RIKIN,*,,2,5,,,,,0.906945913,,,0,,-3,,
6691,Torque,USA,New Hampshire,Wolfeboro,NE,NHDUR,MAREA,*,,2,4,,,,,0.846816925,,,2,,-2,,
6694,INNOBOTICS,Mexico,,Mexicali,Regional,MXHE,*,,,3,,,,,,0.2605753603,,,,,3,,
6695,Alpha Knights,USA,California,San Marcos,Regional,CALJ,CACM,*,,5,4,,,,,0.07376653707,,,0,,1,,
6696,Cardinal Dynamics,USA,Oregon,Corbett,PNW,ORORE,ORWIL,*,,5,3,,,,,0.0421158087,,,3,,2,,
6702,PrepaTec - StingBots,Mexico,,Tlajomulco de Zúñiga,Regional,MXTO,MXHE,*,,5,3,,,,,0.08100011445,,,0,,2,,
6704,Mid Pacific Owl Robotics,USA,Hawaii,Honolulu,Regional,HIHO,CAAV,*,,2,6,,,,,0.548137308,,,0,,-4,,
6705,WildCat 5e,USA,Georgia,Dunwoody,PCH,GACAR,GADAL,GAALB,*,2,5,1,,,,0.2754224256,0.2643474278,,0,2,-3,1,4
6706,Golem,China,,Shenzhen,Regional,AUSW,CASE,*,,6,1,,,,,0.2773485451,,,0,,5,,
6709,Spudinc Big Lake Robotics,USA,Minnesota,Big Lake,Regional,MNSC,MNDU1,*,,2,5,,,,,0.3798534368,,,0,,-3,,
6711,Millennial Falcons,USA,California,Atwater,Regional,CAFR,*,,,2,,,,,,0.8203482343,,,,,2,,
6712,Mountaineers,USA,Georgia,Chatsworth,PCH,GADAL,GACAR,*,,5,2,,,,,0.6423853225,,,0,,3,,
6721,Tindley Trailblazers,USA,Indiana,Indianapolis,FIN,INPLA,INMIS,*,,1,3,,,,,0.05235127243,,,3,,-2,,
6722,LED Robotics,USA,Florida,New Port Richey,Regional,FLOR,FLTA,*,,6,4,,,,,0.3161543401,,,0,,2,,
6723,Mechanical Mounties,USA,Massachusetts,Williamstown,NE,MASPR,CTWAT,*,,3,1,,,,,0.5745886983,,,5,,2,,
6725,Westminster WildBOTS,Canada,Ontario,London,ONT,ONWAT,ONWIN,*,,3,1,,,,,0.199841195,,,5,,2,,
6729,RobCoBots,USA,North Carolina,Lumberton,FNC,NCPEM,NCCHA,*,,3,1,,,,,0.09108330319,,,0,,2,,
6731,Record Robotics,USA,Massachusetts,Belmont,NE,MAREV,MABRI,*,,1,3,,,,,0.7972230327,,,2,,-2,,
6732,BHS RoboRaiders,USA,Wisconsin,Bruce,Regional,MNDU1,*,,,5,,,,,,0.1519818501,,,,,5,,
6738,Excalibur,Israel,,Modi'in,ISR,ISDE2,ISDE4,*,,2,4,,,,,0.6936549935,,,12,,-2,,
6740,G3 - Glue Gun & Glitter,Israel,,Pardes Hana,ISR,ISDE4,ISDE1,*,,4,1,,,,,0.107622853,,,11,,3,,
6741,Space monkeys,Israel,,Bat Yam,ISR,ISDE3,ISDE1,*,,3,1,,,,,0.3875604248,,,11,,2,,
6743,Tiger Engineering,USA,Florida,Fort Myers,Regional,FLFL,*,,,2,,,,,,0.2547004358,,,,,2,,
6744,MHS Pi,USA,Missouri,Saint Louis,Regional,MOSL,*,,,4,,,,,,0.4005843625,,,,,4,,
6749,tERAbytes,USA,Minnesota,Hopkins,Regional,MNMI,*,,,1,,,,,,0.713534764,,,,,1,,
6753,CBA RoboKings,USA,Michigan,Midland,FIM,MIMID,MILAK,*,,5,2,,,,,0.6313647386,,,0,,3,,
6758,Otternauts,USA,Minnesota,Kasson,Regional,WILC,MNDU1,*,,6,5,,,,,0.1404976134,,,0,,1,,
6764,Flash Drives,USA,California,Fillmore,Regional,CAP1,CAP2,*,,1,2,,,,,0.7408778706,,,0,,-1,,
6768,Denison Robo-Jackets,USA,Texas,Denison,FIT,TXPLA,TXAMA,*,,5,1,,,,,0.6796017647,,,0,,4,,
6800,Valor,USA,Texas,Austin,FIT,TXAUS,TXBEL,TXHOU,*,1,2,4,,,,0.7536198122,0.2948062096,,0,0,-1,-3,-2
6802,Mean Caimans,USA,Virginia,Cedar Bluff,CHS,VABLA,VAASH,*,,5,2,,,,,0.7103130752,,,9,,3,,
6804,Team Wolfpack,USA,California,Livingston,Regional,CAFR,*,,,2,,,,,,0.9357198237,,,,,2,,
6805,CP4GP,USA,Nebraska,Omaha,Regional,KSSH,IACF,*,,1,4,,,,,0.7135706312,,,0,,-3,,
6806,Mineola Wild Reds,USA,New York,Mineola,Regional,NYHE,NYSU,*,*,3,5,,,,,0.5412989784,0.5175512359,,0,,-2,3,5
6808,William Tennent Robotics,USA,Pennsylvania,Warminster,FMA,PAHOR,NJWAS,*,,4,1,,,,,0.6042188099,,,4,,3,,
6809,Aviators,USA,Oklahoma,Enid,Regional,OKOK,OKTU,*,,2,5,,,,,0.8904601927,,,0,,-3,,
6814,Ellipse,USA,California,Santa Rosa,Regional,CABE,CAFR,*,,6,2,,,,,0.9556041888,,,0,,4,,
6817,10 Factorial,USA,Missouri,Rolla,Regional,MOSE,*,,,5,,,,,,0.9103304559,,,,,5,,
6822,THE SHISHKABOTS,USA,California,San Jose,Regional,CASJ,CAFR,*,,3,2,,,,,0.8516338577,,,0,,1,,
6823,USM Robotics - Wildcats,USA,Wisconsin,Milwaukee,Regional,WIMI,BCVI,MNDU2,*,3,1,5,,,,0.2042951247,0.8025419176,,0,0,2,-2,-4
6824,LVA Robot Pigeons,USA,Nevada,Las Vegas,Regional,NVLV,AZTE,*,,3,6,,,,,0.4644187198,,,0,,-3,,
6825,THE STRONGHORNS (FRC6825),USA,Nevada,North Las Vegas,Regional,NVLV,*,,,3,,,,,,0.6493214419,,,,,3,,
6829,Ignite Robotics,USA,Georgia,Suwanee,PCH,GALAW,GAALB,SCNCH,*,3,1,4,,,,0.5836508715,0.7945471967,,2,6,2,-1,-3
6831,A-05 Annex,USA,Oregon,Hood River,PNW,ORORE,WAYAK,*,,5,2,,,,,0.7080399922,,,5,,3,,
6832,STEAMex,Mexico,,San Pedro Garza Garcia,Regional,MXMO,CODE,*,,1,6,,,,,0.06962560054,,,0,,-5,,
6833,Phoenix Robotics,USA,Arizona,Phoenix,Regional,AZSC,AZTE,*,,2,6,,,,,0.09763995958,,,0,,-4,,
6834,Bionic Warriors,USA,Ohio,Pataskala,Regional,OHCI,*,,,6,,,,,,0.8084815525,,,,,6,,
6838,X-SHARC,Türkiye,,ÇEKMEKÖY,Regional,TUIS4,TUIS5,*,,4,5,,,,,0.2138630139,,,0,,-1,,
6843,Guardian Gears,USA,Missouri,Lees Summit,Regional,MOLS,*,,,3,,,,,,0.09958517077,,,,,3,,
6845,River Bots,USA,Oregon,Astoria,PNW,ORWIL,ORORE,*,,3,5,,,,,0.0633046515,,,5,,-2,,
6854,Viking Robotics,Canada,Ontario,London,ONT,ONWAT,ONNEW,*,,3,5,,,,,0.2754422936,,,5,,-2,,
6859,BML Robotics,Canada,Ontario,Bracebridge,ONT,ONBAR,ONNOR,*,,3,1,,,,,0.2243247161,,,5,,2,,
6860,Equitum Robotics,USA,New Jersey,Paterson,FMA,NJFLA,NJALL,NJWAS,*,3,4,1,,,,0.6591195662,0.925117102,,4,4,-1,2,3
6861,The Tyros Team,USA,Michigan,Livonia,FIM,MILIV,MIBEL,*,,2,4,,,,,0.1152348196,,,0,,-2,,
6863,Squirrels,USA,Maryland,Woodbine,CHS,MDOWI,VABLA,*,,1,5,,,,,0.008565003321,,,11,,-4,,
6864,Gryphtech Robotics,Canada,Ontario,Gravenhurst,ONT,ONBAR,ONNOR,*,,3,1,,,,,0.1927947944,,,5,,2,,
6865,Manitoulin Metal,Canada,Ontario,M'Chigeeng,ONT,ONNOR,ONBAR,*,,1,3,,,,,0.3277205745,,,7,,-2,,
6866,Markham Space Invaders,Canada,Ontario,Markham,ONT,ONSCA,ONOSH,*,,4,2,,,,,0.4947638978,,,9,,2,,
6868,Cadet Robotics,USA,New York,Hilton,Regional,NYRO,NYAL,*,,6,4,,,,,0.177832464,,,0,,2,,
6869,Gladiateurs,Canada,Québec,Saint-Jerome,Regional,QCMO,*,,,1,,,,,,0.5532942091,,,,,1,,
6872,Panthera Ferro,Canada,Québec,Brossard,Regional,QCMO,*,,,1,,,,,,0.3764276563,,,,,1,,
6873,The Generals,USA,New York,New York,Regional,NYNY,*,,,2,,,,,,0.2829219434,,,,,2,,
6874,Mediterra,Türkiye,,Dosemealti,Regional,TUIS3,TUIS4,*,,3,4,,,,,0.5942016496,,,0,,-1,,
6875,Amazon Warriors - Build A Dream Robotics,Canada,Ontario,LaSalle,ONT,ONWIN,ONWAT,*,,1,3,,,,,0.1450374316,,,0,,-2,,
6877,Mechanical Mustangs,USA,Michigan,Grand Rapids,FIM,MIKEN,MIALL,*,,2,3,,,,,0.8603400189,,,0,,-1,,
6880,Universal Serial Brawlers (USB),USA,New York,Yorktown Heights,Regional,NYSU,NYNY,*,*,5,2,,,,,0.1328434144,0.09824335776,,0,,3,5,2
6882,Fahrenheit Robotics,USA,Virginia,Fredericksburg,CHS,VAASH,VAGLE,*,,2,3,,,,,0.2639922807,,,10,,-1,,
6884,Deep-Space Robotics,USA,California,Hollister,Regional,CASE,CABE,CAEG,*,1,6,5,,,,0.845425947,0.1457523963,,0,0,-5,-4,1
6885,The Pilots,USA,California,San Diego,Regional,CALJ,CAP2,*,,5,2,,,,,0.2337662596,,,0,,3,,
6887,Dalton Catabots,USA,Georgia,Dalton,PCH,GADAL,GACAR,*,,5,2,,,,,0.8307586795,,,0,,3,,
6888,Foothills Robotics,USA,North Carolina,Lenoir,FNC,NCASH,NCMEC,*,,5,4,,,,,0.1188821321,,,8,,1,,
6894,Iced Java,USA,North Carolina,Mount Holly,FNC,NCMEC,NCCHA,*,,4,1,,,,,0.1949707476,,,0,,3,,
6895,Mechanical Madness 4-H,USA,New Hampshire,Walpole,NE,MAWOR,MELEW,MABRI,*,4,1,3,,,,0.4563033923,0.1288342626,,6,2,3,1,-2
6896,CABOTS - Fresnillo PLC - Conalep Caborca,Mexico,,Caborca,Regional,MXHE,MXMO,*,,3,1,,,,,0.1843792601,,,0,,2,,
6897,Astraea Robotics,USA,New Jersey,East Brunswick,FMA,NJSKI,NJALL,*,,5,4,,,,,0.249664453,,,4,,1,,
6901,Knights Robotics,USA,Texas,Frisco,FIT,TXPLA,TXBEL,*,,5,2,,,,,0.548598368,,,0,,3,,
6902,STRIKE,Brazil,,FOZ DO IGUAÇU,Regional,BRBR,*,,,1,,,,,,0.910676951,,,,,1,,
6904,TeraWatts,USA,California,Los Angeles,Regional,CALA,CALJ,*,,3,5,,,,,0.2540876292,,,0,,-2,,
6905,Raiders of the ARC- TEAR-A-BYTE,USA,Georgia,Alpharetta,PCH,GALAW,GAALB,*,,3,1,,,,,0.7150874556,,,2,,2,,
6907,The G.O.A.T,China,,Shanghai,Regional,AUSW,MOLS,*,,6,3,,,,,0.8200210055,,,0,,3,,
6908,Infuzed,USA,North Carolina,Cary,FNC,NCWAK,NCASH,*,,2,5,,,,,0.8369622311,,,4,,-3,,
6909,SAKURA Tempesta,Japan,,Chiba,Regional,HIHO,TUIS3,*,,2,3,,,,,0.740195218,,,0,,-1,,
6910,Mill Creek Steel Talons,USA,Georgia,Hoschton,PCH,GADAL,GACAR,*,,5,2,,,,,0.2715090282,,,0,,3,,
6911,SO BOTZ,USA,New York,Orangeburg,Regional,NYSU,NYHE,NYAL,*,5,3,4,,,,0.1993287198,0.816019315,,0,0,2,1,-1
6914,Retro5ive,USA,Michigan,Allen Park,FIM,MIBCT,MILIV,MIMID,*,3,2,5,,,,0.4028463404,0.6766251046,,0,1,1,-2,-3
6918,Napa Cellar Rats,USA,California,Napa,Regional,CABE,BCVI,*,*,6,1,,,,,0.4186325139,0.0382026073,,0,,5,6,1
6919,The Commodores,USA,Georgia,Albany,PCH,GAALB,GACAR,GADAL,*,1,2,5,,,,0.1747648093,0.7326753473,,0,0,-1,-4,-3
6920,Force Fusion,Netherlands,,Oirschot,Regional,TUIS4,CODE,*,,4,6,,,,,0.3186870724,,,0,,-2,,
6921,Technados,USA,New Jersey,Pennsauken,FMA,PAPHI,PABEN,*,,3,2,,,,,0.9758793169,,,0,,1,,
6922,Apache Genesis,USA,Arizona,Nogales,Regional,AZTE,*,,,6,,,,,,0.8777877261,,,,,6,,
6925,W.A.Robotics,USA,Georgia,College Park,PCH,GALAW,GACAR,SCAND,*,3,2,1,,,,0.5425610151,0.1302924349,,0,7,1,2,1
6929,Cuivre & Or,Canada,Québec,Rouyn-Noranda,Regional,QCMO,*,,,1,,,,,,0.2170015765,,,,,1,,
6932,SMART,USA,North Carolina,Sylva,FNC,NCASH,NCPEM,SCAND,*,5,3,1,,,,0.6412019734,0.652284188,,4,7,2,4,2
6933,Archytas,USA,Vermont,Bethel,NE,NHDUR,MAWOR,*,,2,4,,,,,0.4508113744,,,2,,-2,,
6934,Scorps,USA,California,Camarillo,Regional,CAP2,CAAT,*,,2,5,,,,,0.6338682733,,,0,,-3,,
6936,Vault 6936,USA,Ohio,Beavercreek,Regional,OHCI,ALHU,*,,6,4,,,,,0.1116353847,,,0,,2,,
6940,Violet Z,China,,Shanghai,Regional,AUSW,*,,,6,,,,,,0.5170272149,,,,,6,,
6941,IronPulse Robotics,China,,Shanghai,Regional,AUSW,CASE,*,,6,1,,,,,0.1605562298,,,0,,5,,
6944,Wolverines,USA,Georgia,Cumming,PCH,GALAW,GADAL,*,,3,5,,,,,0.8012058635,,,0,,-2,,
6945,Children of the Corn,USA,New Jersey,Blairstown,FMA,NJWAS,NJSKI,PAHOR,*,1,5,4,,,,0.4237444193,0.007799348567,,0,4,-4,-3,1
6947,Savage Tumaz,Taiwan,,Taipei,Regional,HIHO,CAEG,*,,2,5,,,,,0.9601901576,,,0,,-3,,
6948,EAGLES,Türkiye,,Kartal,Regional,TUIS2,TUIS3,*,,2,3,,,,,0.6984231907,,,0,,-1,,
6956,SHAM-ROCK-BOTICS ☘,USA,Indiana,Westfield,FIN,INPLA,INCOL,*,,1,2,,,,,0.8023707868,,,3,,-1,,
